x1,x2,y
-1.254598811526375,-1.063644797225579,0.2957700684700528
4.507143064099161,-0.26564340624978566,30.08657684319955
2.3199394181140507,3.545473932021803,34.52362196664483
0.986584841970366,-1.5999561394010788,-1.1094270832266542
-3.439813595575635,3.696496848121713,49.341010138759884
-3.4400547966379733,-4.118655690233085,-14.395442256210018
-4.419163878318005,2.767984372086307,43.15408299650726
3.6617614577493516,3.475476330547364,43.267654161185604
1.0111501174320878,-3.1818234716266125,-9.25421101962409
2.0807257779604544,-0.6965346762779951,11.674643732785105
-4.7941550570419755,-3.345002253363444,19.767364990242896
4.699098521619943,2.066041289942177,42.226133805101085
3.324426408004218,0.35347768061656737,18.963530297923548
-2.8766088932172384,1.3532334670832107,18.27797528707557
-3.181750327928994,-3.0351303304378883,3.191834628181386
-3.165954901465662,-2.882541379475805,6.066017787372171
-1.9575775704046228,-4.5850267449009365,-40.27006050527905
0.24756431632237863,-1.779324648042703,-1.0963910218047848
-0.6805498135788426,0.59744661333675,1.7340137106611135
-2.0877085980195806,3.5793491399732886,33.869706847969425
1.118528947223795,1.6692744745868069,11.13417593877826
-3.6050613934795814,-0.6460367660024859,25.87319130727259
-2.0785535146478185,4.531201143941377,52.22770219843657
-1.336381567063083,2.1924520057583186,14.815872048508341
-0.43930015782964027,4.301652028625501,42.13433805766339
2.8517596139301364,0.27587973272165645,17.011496940668238
-3.003262178416403,-2.410957252068604,6.803626035731499
0.14234438413611628,-4.47173313635278,-41.25294345188686
0.9241456886204249,2.2608485148385054,11.000328681996972
-4.5354958728000225,-3.7869700199446585,2.2475325684688956
1.0754485190143832,-1.972248717280328,2.723893755947101
-3.294758763127085,0.32470907883897393,23.338075995244882
-4.349484070147205,0.6441658777974766,30.986721889475085
4.488855372533333,1.0058319698713607,37.81403729756011
4.656320330745594,-3.337446696502994,16.365738848487332
3.0839734811646107,-1.2026259517835127,18.945407764902544
-1.9538623082662934,1.1719422711696668,2.875458268404352
-4.023278859936161,4.698188646337847,86.38799643965199
1.8423302651215687,2.276311376996887,18.475106044894204
-0.5984750626039865,4.226037570939578,40.420616158423215
-3.7796176515522117,2.62212058314177,27.52621378181202
-0.048230898887298146,0.9171696889240044,4.2533361147611535
-4.656114788847816,-3.0797663086365548,16.581599831495566
4.093204020787821,1.6668565189251305,31.781645302367714
-2.412200183999831,1.2337956595990711,13.901835537452975
1.6252228435398202,1.024691704572664,4.675774034033079
-1.8828892391058902,-0.10214132011759247,11.680276088455482
